subject,topic,question,A,B,C,D,answer,explanation
Da liễu,Bệnh chàm,Đặc điểm của chàm dạng tổ đỉa là:,Chỉ tổn thương ở vị trí chọn lọc của tổ đỉa,"Mụn nước sâu trên nền hồng ban, sờ cộm","Cả a, b đều sai","Cả a, b đều đúng",B,"Chàm dạng tổ đỉa: Thương tổn là mụn nước sâu trên nền hồng ban, có tổn thương ở ngoài vị trí của tổ đỉa."
Da liễu,Bệnh chàm,Hiện tượng chàm hóa có đặc điểm:,Do dùng kháng sinh không thích hợp,Do dùng thuốc bôi không thích hợp,Điều trị bệnh chính thì chàm sẽ tự khỏi,Điều trị chàm thì bệnh chính sẽ tự khỏi,B,"Hiện tượng chàm hoá: Do dùng thuốc thoa không thích hợp để điều trị một số bệnh da như ghẻ, chốc… gây nên hiện tượng chàm hóa."
Da liễu,Bệnh chàm,Hiện tượng chàm hóa có đặc điểm:,Điều trị bệnh chính thì chàm sẽ tự khỏi,Điều trị chàm thì bệnh chính sẽ tự khỏi,Điều trị cả bệnh chính lẫn bệnh chàm,Tất cả đều đúng,C,Hiện tượng chàm hoá: Điều trị cần điều trị cả bệnh chính lẫn chàm.
Da liễu,Bệnh chàm,Chẩn đoán chàm tiếp xúc dị ứng bằng phương pháp:,Định lượng bổ thể,Test chuyển dạng lympho bào,Định lượng IgE huyết thanh,Patch test,D,Chẩn đoán chàm tiếp xúc dị ứng: cần làm patch test (áp trên da) cho kết quả sau 24 – 48 giờ.
Da liễu,Bệnh chàm,Phương pháp patch test cho kết quả trong thời gian:,12 – 24 giờ,24 – 48 giờ,48 – 72 giờ,3 – 4 ngày,B,Chẩn đoán chàm tiếp xúc dị ứng: cần làm patch test (áp trên da) cho kết quả sau 24 – 48 giờ.
Da liễu,Bệnh chàm,Chẩn đoán xác định viêm da:,"Tổn thương cơ bản là mụn nước, tập trung thành từng đám, từng mản",Ngứa và chảy nước,Bệnh hay tái phát và dai dẳng,Tất cả đều đúng,D,Tất cả đều là đặc điểm đúng của viêm da
Da liễu,Bệnh chàm,"Đặc điểm nào dưới đây là của chàm thể tạng, ngoại trừ:",1% biến thành đỏ da toàn thân,Không đối xứng,"Chủ yếu ở nếp gấp, mặt duỗi chi",Tái phát,B,"Chàm thể tạng người lớn: Đối xứng, chủ yếu ở nếp gấp hoặc mặt duỗi chi."
Da liễu,Bệnh chàm,Chàm tiếp xúc có đặc điểm:,Không tái phát nếu không tiếp xúc lại với vật gây dị ứng,Giới hạn không rõ,Không viêm nhiễm,Khu trú ở vùng kín,A,"Chàm tiếp xúc: mau lành nếu ngưng tiếp xúc với dị ứng nguyên, ngược lại sẽ tái phát lại nếu tiếp xúc lại với dị ứng nguyên."
Da liễu,Bệnh chàm,Chàm sữa có đặc điểm:,"Ranh giới không rõ, đối xứng",Có khuynh hướng nhiễm khuẩn thứ phát,"Ở trẻ bụ bẫm, từ 3 – 6 tháng",Tất cả đều đúng,D,Tất cả đều là đặc điểm của chàm sữa
Da liễu,Bệnh chàm,Bệnh tổ đỉa là một thể lâm sàng của chàm có đặc điểm:,Mụn nước rải rác toàn thân,Mụn nước ở mặt dưới các chi,"Mụn nước tập trung ở lòng bàn tay, lòng bàn chân",Mụn nước quanh hốc tự nhiên,C,"Tổ đỉa: Vị trí chọn lọc ở mặt bên các ngón tay, lòng bàn tay, không bao giờ vượt quá cổ tay."
Da liễu,Bệnh chàm,Viêm da vi trùng có đặc điểm:,Thương tổn không đối xứng,Giới hạn không rõ,Rải rác sẩn ngứa,Không liên quan đến các ổ nhiễm trùng kế cận,A,"Đối chiếu bài giảng chủ đề Chàm, nội dung ""Thương tổn không đối xứng"" phù hợp với phần kiến thức tương ứng trong source."
Da liễu,Bệnh chàm,Chàm có mấy dạng lâm sàng:,8,9,10,11,D,Trong tài liệu liệt kê 11 dạng chàm
Da liễu,Bệnh chàm,Dạng lâm sàng của chàm là:,Chàm bẩm sinh,Chàm dạng bóng nước,Chàm dạng vảy nến,Chàm dạng tổ đỉa,D,"Trong số các phương án trên, Chàm dạng tổ đỉa là phương án đúng"
Da liễu,Bệnh chàm,Bệnh nào sau đây là bệnh chàm có nguồn gốc bên ngoài:,Chàm tiết bã,Chàm thể tạng,Chàm tiếp xúc,Viêm bì thần kinh,C,Chàm tiếp xúc: ngoại sinh
Da liễu,Bệnh chàm,"Về mô học, chàm mạn có hình ảnh:","Á sừng, lichen hóa",Xốp bào,Thoát bào,Xung huyết,A,Chàm mạn: Lichen hoá
Da liễu,Bệnh chàm,Chàm tiếp xúc thuộc dạng:,Nhạy cảm type I,Nhạy cảm type II,Nhạy cảm type III,Nhạy cảm type IV,D,"File bài giảng chỉ mô tả chàm tiếp xúc dị ứng và patch test 24–48 giờ, không nêu trực tiếp phân loại quá mẫn type I/II/III/IV."
Da liễu,Bệnh chàm,Nguyên tắc điều trị bệnh chàm là:,"Chàm giai đoạn cấp tính cần nghỉ ngơi, hạn chế các chất kích thích như rượu, thuốc lá, cà phê",Tránh tiếp xúc với dị ứng nguyên nếu biết rõ nguyên nhân,"Tránh cào gãi chà xát, tránh xà phòng",Tất cả đều đúng,D,Tất cả đều là ý trong sách viết về nguyên tắc điều trị chàm
Da liễu,Bệnh chàm,"Nguyên tắc điều trị bệnh chàm, ngoại trừ:","Chàm giai đoạn cấp tính cần nghỉ ngơi, hạn chế các chất kích thích như rượu, thuốc lá, cà phê","Chàm giai đoạn mạn tính cần nghỉ ngơi, hạn chế các chất kích thích như rượu, thuốc lá, cà phê",Tránh tiếp xúc với dị ứng nguyên nếu biết rõ nguyên nhân,"Tránh cào gãi chà xát, tránh xà phòng",B,"Điều trị chàm: Với chàm giai đoạn CẤP TÍNH cần nghỉ ngơi, hạn chế các chất kích thích như rượu bia, thuốc lá, cà phê…"
Da liễu,Bệnh chàm,"Nguyên tắc điều trị bệnh chàm, ngoại trừ:",Nên bôi thuốc rộng và bôi vào ban đêm,"Chàm giai đoạn cấp tính cần nghỉ ngơi, hạn chế các chất kích thích như rượu, thuốc lá, cà phê",Tránh tiếp xúc với dị ứng nguyên nếu biết rõ nguyên nhân,"Tránh cào gãi chà xát, tránh xà phòng",A,"Nên bôi thuốc rộng và bôi vào ban đêm KHÔNG thuộc các nguyên tắc điều trị chàm, phù hợp với điều trị ghẻ hơn"
Da liễu,Bệnh chàm,"Trong điều trị bệnh chàm, nếu có nhiễm khuẩn rõ thì thời gian kháng sinh có thể dùng:",3 – 5 ngày,5 – 7 ngày,7 – 10 ngày,10 – 14 ngày,C,"Điều trị chàm: Nếu có nhiễm khuẩn rõ (tổn thương sưng tấy, đau, có mủ, vảy tiết, sốt, bạch cầu tăng cao) cho kháng sinh 1 đợt từ 7-10 ngày"
Da liễu,Bệnh chàm,"Các thuốc có thể dùng để điều trị chàm, ngoại trừ:",Thuốc kháng histamin,Corticoid,Kháng sinh,Methotrexat,D,"Điều trị chàm: Kháng histamin, Kháng sinh, Corticoid toàn thân, Thuốc sinh học"
Da liễu,Bệnh chàm,Corticoid đường toàn thân có thể được chỉ định ngắn ngày trong:,Viêm da tiếp xúc cấp,Viêm da mạn,Điều trị dự phòng viêm da,Viêm da nhờn có nhiễm HIV,A,"Điều trị chàm: Corticoid toàn thân chỉ sử dụng ngắn ngày trong những trường hợp bệnh nặng, lan tràn, không đáp ứng với các phương pháp điều trị thông thường"
Da liễu,Bệnh chàm,Thuốc nào sau đây có thể dùng để điều trị viêm da cấp:,Amphotericin,Prednisolon,Methotrexat,Ketoconazol,B,"Corticoid toàn thân chỉ sử dụng ngắn ngày trong những trường hợp bệnh nặng, lan tràn, không đáp ứng với các phương pháp điều trị thông thường"
Da liễu,Bệnh chàm,Điều trị chàm bán cấp nên dùng:,Mỡ corticoid,Kem corticoid,Mỡ Salicylic,Dung dịch Eosin 2%,C,Điều trị chàm tại chỗ: Bán cấp: hồ nước
Da liễu,Bệnh chàm,Trong giai đoạn mãn của bệnh chàm nên dùng:,Dung dịch Milian,Dầu kẽm,Huile de cade,Hồ nước,C,Điều trị chàm tại chỗ: Mạn: Salicylic 5%
Da liễu,Bệnh chàm,Thuốc nào sau đây có tác dụng nhanh nhưng dễ tái phát khi điều trị chàm đường toàn thân:,Corticoid,Dapson,Diclofenac,Gricin,A,"Corticoid toàn thân chỉ sử dụng ngắn ngày trong những trường hợp bệnh nặng, lan tràn, không đáp ứng với các phương pháp điều trị thông thường"
Da liễu,Bệnh chàm,Nguyên nhân ngoại sinh của bệnh chàm:,Yếu tố vật lý,Rối loạn thần kinh,Rối loạn nội tiết,Rối loạn chức năng nội tạng,A,"Yếu tố vật lý là nguyên nhân NGOẠI SINH, các phương án khác thuộc về NỘI SINH"
Da liễu,Bệnh chàm,"Thương tổn căn bản của bệnh chàm cấp, ngoại trừ:",Mụn nước trên nền hồng ban,Mảng hồng ban không tẩm nhuận,Mảng hồng ban giới hạn rõ,Vị trí có tính chất đối xứng,C,Mảng hồng ban giới hạn rõ không phù hợp với đặc điểm bệnh chàm cấp
Da liễu,Bệnh chàm,Biểu hiện lâm sàng của chàm mạn:,"Da đỏ, phù, chảy nước nhiều","Da đỏ, bong vảy","Da dày lên, lichen hóa","Da đỏ ít, mày xám vàng nhờn, dính da",C,"Da dày lên, lichen hóa phù hợp với giai đoạn chàm mạn"
Da liễu,Bệnh chàm,Biểu hiện lâm sàng của bệnh chàm cấp:,"Hồng ban, lichen hóa","Hồng ban, vảy","Hồng ban, mụn nước","Hồng ban, vảy, lichen hóa",C,"Hồng ban, mụn nước phù hợp với giai đoạn chàm cấp"
Da liễu,Bệnh chàm,Biểu hiện lâm sàng của bệnh chàm mạn:,"Sẩn, hồng ban, rịn nước","Hồng ban, vảy","Sẩn, mụn nước",Mảng lichen hóa,D,Mảng lichen hóa phù hợp với giai đoạn chàm mạn
Da liễu,Bệnh chàm,Vị trí thường gặp của bệnh chàm:,"Da, bán niêm mạc","Da, niêm mạc",Niêm mạc,Da,A,Bệnh chàm: gặp ở DA và BÁN NIÊM MẠC
Da liễu,Bệnh chàm,Vị trí không gặp trong bệnh chàm:,Niêm mạc,Da,"Da, bán niêm mạc","Da, niêm mạc",A,Bệnh chàm: gặp ở DA và BÁN NIÊM MẠC
Da liễu,Bệnh chàm,Đặc điểm mô học trong bệnh chàm:,Hiện tượng ly gai tế bào đáy,Hiện tượng tiêu gai thượng bì,Hiện tượng xốp ở biểu bì,Hiện tượng ly gai tế bào hạt,C,Đặc trưng mô học của chàm: Xốp bào ở thượng bì
Da liễu,Bệnh chàm,Hiện tượng viêm trong bệnh chàm xảy ra ở cấu trúc nào da:,"Biểu bì, bì","Bì, dưới da","Biểu bì, bì, dưới da",Dưới da,A,Bệnh chàm: viêm tại bì và biểu bì
Da liễu,Bệnh chàm,Giếng chàm là:,"Thượng bì tái tạo mỏng, láng nhẵn như vỏ hành, có mụn nước ở trên bề mặt",Mụn nước thường vỡ tự nhiên hay do gãi làm rỉ nước không ngừng từ những lỗ nhỏ li ti,"Dịch tiết khô lại thành mày vàng hay nâu đen, hình tròn, nhỏ bằng đầu kim gút","Da sẽ dày lên xám lại tạo thành những ô vuông, ô chữ nhật, kèm theo ngứa dai dẳng",B,"Chàm, giai đoạn rịn nước & đóng mày: Mụn nước có thể khô (tự thẩm thấu) tróc vảy, nhưng thường thì vỡ tự nhiên hoặc do gãi làm rỉ nước không ngừng từ những lỗ nhỏ li ti gọi là giếng chàm."
Da liễu,Bệnh chàm,Trẻ bị chàm sữa thường gặp nhất lứa tuổi:,3 - 6 tháng,3 - 6 tuổi,4 tuổi,6 tuổi,A,"Chàm sữa xảy ra ở trẻ 3-6 tháng tuổi, khỏe mạnh"
Da liễu,Bệnh chàm,Biểu hiện lâm sàng của bệnh chàm tiếp xúc:,Mảng hồng ban giới hạn rõ,Mảng hồng ban giới hạn không rõ,Xác định nguyên nhân dễ dàng,Bệnh chỉ gặp người lớn,A,"Chàm tiếp xúc: Thương tổn: Hồng ban giới hạn rất rõ, có hình dáng của vật tiếp xúc, có tính viêm nhiều, phù nề, mụn nước nhiều, có khi thành bóng nước, rất ngứa"
Da liễu,Bệnh chàm,"Dạng lâm sàng của bệnh chàm, chọn câu sai:",Chàm tổ đỉa,Tổ đỉa,Viêm da tiết bã,Viêm da cơ địa,D,Viêm da cơ địa chính là tên gọi khác của chàm --> không phải là một dạng lâm sàng
Da liễu,Bệnh chàm,Tác nhân gây bệnh chủ yếu trong chàm vi khuẩn:,Streptococcus pyogenes,Sarcoptes scabiei hominis,Staphylococcus epidermidis,Staphylococcus saprophyticus,A,Chàm vi khuẩn thường do liên cầu trùng
Da liễu,Bệnh chàm,Chàm khô thường gặp ở vị trí:,Mặt,"Chi trên, mặt",Chi dưới,"Lưng, mông",C,Chàm khô nứt nẻ thường gặp ở hai chi dưới.
Da liễu,Bệnh chàm,"Đặc tính chàm thể tạng người lớn, ngoại trừ:",Đỏ da toàn thân chiếm 10%,Tái đi tái lại,Da vảy cá 2 cẳng chân chiếm 10%,Ngứa nhiều,A,Chàm thể tạng ở người lớn: 1% biến thành đỏ da toàn thân
Da liễu,Bệnh chàm,Dạng lâm sàng chàm được chỉ định điều trị dùng thuốc kháng nấm:,Viêm da tiết bã,Viêm da cơ địa,Viêm da tiếp xúc dị ứng,Viêm da tiếp xúc kích ứng,A,"Điều trị chàm tiết bã: da đầu có thể dùng dầu gội có lưu huỳnh hoặc ketoconazol, thoa dung dịch lưu huỳnh 5% hoặc kem chứa ketoconazol, uống thuốc kháng histamin"
Da liễu,Bệnh chàm,Dạng lâm sàng chàm được chỉ định điều trị thuốc kháng nấm:,Chàm tiết bã,Chàm ứ đọng,Viêm da tiếp xúc dị ứng do dầu ăn,Viêm da tiếp xúc kích ứng do thực vật,A,"Điều trị chàm tiết bã: da đầu có thể dùng dầu gội có lưu huỳnh hoặc ketoconazol, thoa dung dịch lưu huỳnh 5% hoặc kem chứa ketoconazol, uống thuốc kháng histamin"
Da liễu,Bệnh chàm,Điều trị ưu tiên duy trì trong bệnh chàm thể tạng người lớn:,Dưỡng ẩm,Tacrolimus,Corticoid,Thuốc sinh học,A,"Điều trị chàm thể tạng người lớn: Giữ ẩm da bằng các loại kem, mỡ làm ẩm trong giai đoạn bệnh ổn định."
Da liễu,Bệnh vảy nến,Bệnh vảy nến có đặc điểm:,Bệnh da khá phổ biến,Diễn tiến mãn tính,Dễ tái phát,Tất cả đều đúng,D,"Theo bài giảng, vảy nến là bệnh da khá phổ biến, diễn tiến mạn tính, dễ tái phát và chưa rõ nguyên nhân."
Da liễu,Bệnh vảy nến,Bệnh vảy nến có đặc điểm:,Bệnh da khá phổ biến,Diễn tiến mãn tính,Chưa rõ nguyên nhân,Tất cả đều đúng,D,"Theo bài giảng, vảy nến là bệnh da khá phổ biến, diễn tiến mạn tính, dễ tái phát và chưa rõ nguyên nhân."
Da liễu,Bệnh vảy nến,Bệnh vảy nến có đặc điểm:,Bệnh da hiếm gặp,Diễn tiến cấp tính,Chưa rõ nguyên nhân,Tất cả đều đúng,C,"Bài giảng nêu vảy nến khá phổ biến, diễn tiến mạn tính và chưa rõ nguyên nhân; do đó chỉ đáp án C đúng."
Da liễu,Bệnh vảy nến,Bệnh vảy nến có đặc điểm:,Giới nam nhiều hơn nữ,Giới nữ nhiều hơn nam,"Có thể bắt đầu ở mọi lứa tuổi, nhưng thường gặp nhất từ 10 – 20 tuổi",Tất cả đều đúng,C,Bài giảng: bệnh có thể bắt đầu ở mọi lứa tuổi nhưng thường gặp nhất từ 10-20 tuổi; tỉ lệ nam nữ ngang nhau.
Da liễu,Bệnh vảy nến,Bệnh vảy nến có đặc điểm:,Giới nam nhiều hơn nữ,Giới nữ nhiều hơn nam,Thường bắt đầu từ 4 – 7 tháng tuổi,Tất cả đều sai,D,"Bài giảng ghi nam và nữ mắc bệnh với tỉ lệ ngang nhau; không thường bắt đầu từ 4-7 tháng tuổi. Vì vậy cả A, B, C đều sai."
Da liễu,Bệnh vảy nến,"Đặc điểm của bệnh vảy nến, ngoại trừ:",Diễn tiến cấp tính,Dễ tái phát,Chưa rõ nguyên nhân,Bệnh da khá phổ biến,A,"Vảy nến diễn tiến mạn tính, dễ tái phát, chưa rõ nguyên nhân và khá phổ biến; “diễn tiến cấp tính” là mệnh đề sai."
Da liễu,Bệnh vảy nến,"Đặc điểm của bệnh vảy nến, ngoại trừ:",Diễn tiến mãn tính,Không tái phát,Chưa rõ nguyên nhân,Bệnh da khá phổ biến,B,Bài giảng nêu bệnh dễ tái phát; vì vậy “không tái phát” là mệnh đề sai.
Da liễu,Bệnh vảy nến,"Đặc điểm của bệnh vảy nến, ngoại trừ:",Bệnh da khá phổ biến,Dễ tái phát,Chưa rõ nguyên nhân,Điều trị dễ dàng,D,Bài giảng nêu điều trị còn nhiều khó khăn và phức tạp; do đó “điều trị dễ dàng” là mệnh đề sai.
Da liễu,Bệnh vảy nến,"Đặc điểm của bệnh vảy nến, ngoại trừ:",Bệnh phát sinh trên một cơ địa di truyền hoặc đột biến gen,"Có nhiều yếu tố nguy cơ: chấn thương tâm lý, chấn thương da, nhiễm khuẩn khu trú,…",Điều trị gặp nhiều khó khăn và phức tạp,Tất cả đều đúng,D,"Cả 3 ý A, B, C đều đúng theo phần đại cương: cơ địa di truyền/đột biến gen, nhiều yếu tố khởi động và điều trị khó khăn."
Da liễu,Bệnh vảy nến,Giải phẫu bệnh của bệnh vảy nến có hình ảnh:,Tích tụ các tế bào bạch cầu đơn nhân,Tăng sinh và dãn rộng các mạch máu,Tăng sinh hạ bì,Tất cả đều đúng,B,"Giải phẫu bệnh điển hình gồm tăng sinh thượng bì, tăng sinh và giãn rộng mạch máu, tích tụ tế bào viêm; “tăng sinh hạ bì” không đúng."
Da liễu,Bệnh vảy nến,Giải phẫu bệnh của bệnh vảy nến có hình ảnh:,Tăng sinh hạ bì,Giảm số lượng và co hẹp các mạch máu,Tích tụ các tế bào viêm,Tất cả đều đúng,C,Bài giảng có “tích tụ các tế bào viêm”; không có tăng sinh hạ bì hay giảm số lượng/co hẹp mạch máu.
Da liễu,Bệnh vảy nến,Giải phẫu bệnh của bệnh vảy nến có hình ảnh:,Tích tụ các tế bào bạch cầu đơn nhân,Giảm số lượng và co hẹp các mạch máu,Tăng sinh thượng bì,Tất cả đều đúng,C,Bài giảng mô tả tăng sinh thượng bì; phương án B sai nên không thể chọn “tất cả đều đúng”.
Da liễu,Bệnh vảy nến,Giải phẫu bệnh của bệnh vảy nến có hình ảnh:,Tăng sinh thượng bì,Tăng sinh và dãn rộng các mạch máu,Tích tụ các tế bào viêm,Tất cả đều đúng,D,"Ba đặc điểm A, B, C đều đúng theo giải phẫu bệnh của vảy nến."
Da liễu,Bệnh vảy nến,Bạch cầu nào có vai trò quan trọng trong cơ chế bệnh sinh của bệnh vảy nến:,Lympho T,Lympho B,Bạch cầu đơn nhân,Đại thực bào,A,"Tế bào giữ vai trò quan trọng trong cơ chế bệnh sinh là lympho T, chủ yếu là Th1."
Da liễu,Bệnh vảy nến,Biến chứng của bệnh vảy nến có thể do:,Không sử dụng đúng các phương pháp điều trị,Không điều trị sớm một cách chuẩn mực,Diễn tiến tự nhiên của bệnh,Tất cả đều đúng,D,"Bài giảng nêu biến chứng có thể do diễn tiến tự nhiên, không điều trị sớm chuẩn mực, hoặc dùng sai phương pháp điều trị."
Da liễu,Bệnh vảy nến,Đặc điểm của bệnh vảy nến:,Thường nguy hiểm đến tính mạng do điều trị khó khăn,Ảnh hưởng đến thể xác và tinh thần của người bệnh,"Bệnh tự khỏi, không để lại biến chứng",Cơ chế bệnh sinh chưa rõ,D,"Bài giảng vừa nêu bệnh ảnh hưởng đến thể xác và tinh thần người bệnh, vừa cho biết nguyên nhân/cơ chế bệnh sinh chưa được biết hoàn toàn; câu hỏi có hơn một phương án có thể bảo vệ được."
Da liễu,Bệnh vảy nến,"Trên thế giới, bệnh vảy nến chiếm khoảng bao nhiêu %:",1 – 3%,3 – 5%,5 – 7%,3 – 7%,A,Tỉ lệ lưu hành vảy nến trên thế giới khoảng 1-3% dân số.
Da liễu,Bệnh vảy nến,Lứa tuổi thường gặp nhất của bệnh vảy nến:,5 – 10 tuổi,10 – 20 tuổi,20 – 30 tuổi,30 – 35 tuổi,B,Tuổi thường gặp nhất theo bài giảng là 10-20 tuổi.
Da liễu,Bệnh vảy nến,"Theo Habif, vảy nến khởi phát trước tuổi 20 chiếm tỷ lệ bao nhiêu:",20%,30%,40%,50%,B,"Habif: trên 30% khởi phát trước tuổi 20; với các lựa chọn cho sẵn, đáp án phù hợp nhất là 30%."
Da liễu,Bệnh vảy nến,Bệnh vảy nến có đặc điểm:,Giới nam nhiều hơn nữ,Giới nữ nhiều hơn nam,Có liên quan với yếu tố gen di truyền và môi trường,Thường gặp ở tuổi trưởng thành,C,"Bài giảng xác nhận liên quan cả yếu tố gen di truyền và môi trường; nam nữ mắc tương đương, không phải thường gặp ở tuổi trưởng thành."
Da liễu,Bệnh vảy nến,Bệnh vảy nến có đặc điểm:,Tỷ lệ như nhau ở 2 giới nam và nữ,Thường gặp ở tuổi trưởng thành,Không liên quan với yếu tố gen di truyền và môi trường,Tất cả đều đúng,A,"Bài giảng chỉ xác nhận tỉ lệ nam nữ như nhau; không nói “thường gặp ở tuổi trưởng thành”, và phủ nhận ý C."
Da liễu,Bệnh vảy nến,Bệnh vảy nến có đặc điểm:,Không liên quan với yếu tố gen di truyền và môi trường,Tỷ lệ cao hơn ở người da trắng,Giới nam nhiều hơn nữ,Tất cả đều đúng,B,Bài giảng ghi tần suất cao hơn ở người da trắng; A và C sai.
Da liễu,Bệnh vảy nến,"Theo Nguyễn Văn Út, bệnh vảy nến có tần suất bệnh thấp ở:",Người da trắng,Châu Âu,Tây Ấn và Nhật Bản,Tây Châu Phi,C,"Theo Nguyễn Văn Út, tần suất bệnh thấp hơn ở người Tây Ấn và Nhật Bản."
Da liễu,Bệnh vảy nến,"Nghiên cứu năm 2014, bệnh nhân vảy nến có HLA – CW6 chiếm tỷ lệ:",84%,85%,86%,87%,D,Nghiên cứu năm 2014 của Trần Hậu Khang: HLA-CW6 chiếm 87% bệnh nhân.
Da liễu,Bệnh vảy nến,Nhiễm khuẩn là yếu tố nguy cơ của bệnh vảy nến:,Vảy nến mảng,Vảy nến toàn thân,Vảy nến giọt,Vảy nến mủ,C,"Nhiễm khuẩn đường hô hấp trên là yếu tố nguy cơ điển hình, nhất là đối với vảy nến giọt."
Da liễu,Bệnh vảy nến,"Các thuốc là yếu tố nguy cơ của bệnh vảy nến, ngoại trừ:",Beta - blocker,Chloroquin,Kháng viêm non – steroid,Paracetamol,D,"Các thuốc nguy cơ được nêu gồm beta-blocker, lithium, chloroquin, NSAIDs; paracetamol không được nêu."
Da liễu,Bệnh vảy nến,"Đặc điểm cơ chế bệnh sinh của bệnh vảy nến, ngoại trừ:",Nguyên nhân chưa được biết,Nguyên nhân đã được biết,Thuốc có thể dẫn đến phát sinh bệnh vảy nến,Nhiễm khuẩn đường hô hấp cũng là yếu tố nguy cơ,B,Bài giảng nhấn mạnh nguyên nhân chưa được biết; do đó “nguyên nhân đã được biết” là sai.
Da liễu,Bệnh vảy nến,Các sang chấn tâm lý có ảnh hưởng như thế nào đến bệnh vảy nến:,Phát sinh bệnh,Tái phát bệnh,Bệnh trầm trọng hơn,Tất cả đều đúng,D,"Sang chấn tâm lý có thể làm phát sinh, tái phát và làm bệnh nặng hơn."
Da liễu,Bệnh vảy nến,"Các sang chấn tâm lý có ảnh hưởng như thế nào đến bệnh vảy nến, ngoại trừ:",Điều trị bệnh,Phát sinh bệnh,Tái phát bệnh,Bệnh trầm trọng hơn,A,Sang chấn tâm lý không phải biện pháp điều trị; các ý còn lại đều đúng theo bài giảng.
Da liễu,Bệnh vảy nến,Bệnh vảy nến có đặc điểm:,Gặp ở nam nhiều hơn nữ,Gặp ở nữ nhiều hơn nam,Cơ chế bệnh sinh chưa rõ ràng,Thường gặp ở tuổi trưởng thành,C,Bài giảng cho thấy cơ chế bệnh sinh/ nguyên nhân chưa rõ ràng; đồng thời tại Việt Nam tuổi thường gặp thường từ 19 đến dưới 40 nên “thường gặp ở tuổi trưởng thành” cũng có thể được xem là đúng. Câu hỏi có nguy cơ đa đáp án.
Da liễu,Bệnh vảy nến,"Bệnh vảy nến có đặc điểm, ngoại trừ:",Cơ chế bệnh sinh chưa rõ ràng,Diễn tiến mãn tính,Tỉ lệ mắc bệnh ở nam và nữ như nhau,Thường gặp ở tuổi trưởng thành,D,"Bài giảng không khẳng định “thường gặp ở tuổi trưởng thành”; trong khi A, B, C đều phù hợp hơn với phần dịch tễ và đại cương."
Da liễu,Bệnh vảy nến,"Bệnh vảy nến có đặc điểm, ngoại trừ:","Mãn tính, dễ tái phát",Biến chứng thường gặp nhất là vảy nến giọt,Xảy ra ở mọi lứa tuổi,Là bệnh lành tính,B,"Biến chứng thường gặp nhất theo bài giảng là viêm khớp và đỏ da toàn thân, không phải vảy nến giọt."
Da liễu,Bệnh vảy nến,Đặc điểm thương tổn của bệnh vảy nến:,Hồng ban không tẩm nhuận,Giới hạn rõ,Hình tròn hay đa cung,Tất cả đều đúng,D,"Thương tổn điển hình là hồng ban không tẩm nhuận, giới hạn rõ, hình tròn hoặc đa cung."
Da liễu,Bệnh vảy nến,Đặc điểm thương tổn của bệnh vảy nến:,Hồng ban tẩm nhuận,Giới hạn không rõ,Hình tròn hay đa cung,Tất cả đều đúng,C,Bài giảng mô tả hình tròn hoặc đa cung; các ý A và B trái với mô tả lâm sàng điển hình.
Da liễu,Bệnh vảy nến,Đặc điểm thương tổn của bệnh vảy nến:,Hồng ban không tẩm nhuận,Giới hạn không rõ,Hình bầu dục,Tất cả đều đúng,A,"Trong các lựa chọn, chỉ “hồng ban không tẩm nhuận” phù hợp; B sai nên không thể chọn D."
Da liễu,Bệnh vảy nến,Đặc điểm thương tổn của bệnh vảy nến:,Hồng ban tẩm nhuận,Giới hạn không rõ,Hình bầu dục,Thường đối xứng,D,"Vảy nến thường có tính đối xứng; các ý A, B, C không đúng với mô tả điển hình."
Da liễu,Bệnh vảy nến,"Đặc điểm thương tổn của bệnh vảy nến, ngoại trừ:",Hồng ban tẩm nhuận,Giới hạn rõ,Thường đối xứng,"Vị trí chọn lọc ở vùng da đầu, rìa chân tóc, đầu gối, cùi chỏ, vùng hông thiêng",A,Thương tổn điển hình là hồng ban không tẩm nhuận; vì vậy “hồng ban tẩm nhuận” là ý sai.
Da liễu,Bệnh vảy nến,"Đặc điểm thương tổn của bệnh vảy nến, ngoại trừ:",Hồng ban không tẩm nhuận,Giới hạn rõ,Thường đối xứng,"Vị trí ở cổ, ngực, mạn sườn, phía trong cánh tay",D,"Bài giảng mô tả thương tổn giới hạn rõ và vị trí chọn lọc ở da đầu, rìa chân tóc, khuỷu, gối, vùng hông thiêng; do đó cả “giới hạn không rõ” và vị trí kiểu lang ben ở cổ-ngực-mạn sườn đều sai."
Da liễu,Bệnh vảy nến,"Đặc điểm thương tổn của bệnh vảy nến, ngoại trừ:",Hồng ban không tẩm nhuận,Giới hạn không rõ,Thường đối xứng,"Vị trí chọn lọc ở vùng da đầu, rìa chân tóc, đầu gối, cùi chỏ, vùng hông thiêng",B,Cả 4 lựa chọn đều là đặc điểm đúng của thương tổn vảy nến điển hình; câu hỏi “ngoại trừ” không có đáp án đúng duy nhất.
Da liễu,Bệnh vảy nến,"Đặc điểm thương tổn của bệnh vảy nến, ngoại trừ:",Hồng ban không tẩm nhuận,Giới hạn rõ,Không có tính đối xứng,"Vị trí chọn lọc ở vùng da đầu, rìa chân tóc, đầu gối, cùi chỏ, vùng hông thiêng",C,Vảy nến điển hình giới hạn rõ và thường đối xứng; do đó cả “giới hạn không rõ” và “không có tính đối xứng” đều sai.
