subject,topic,question,A,B,C,D,answer,explanation
Da liễu,Thương tổn căn bản,"Mụn nước có đặc điểm, NGOẠI TRỪ:",Là thương tổn ẩn dưới bề mặt da,Bên trong chứa thanh dịch,Đường kính nhỏ hơn hoặc bằng 5 mm,Có thể vỡ ra rỉ dịch hoặc khô lại đóng mày,A,Mụn nước là thương tổn nhô cao trên mặt da
Da liễu,Thương tổn căn bản,"Mụn nước có đặc điểm, NGOẠI TRỪ:",Là thương tổn nhô cao trên bề mặt da,Bên trong chứa thanh dịch,Đường kính lớn hơn hoặc bằng 5 mm,Có thể vỡ ra rỉ dịch hoặc khô lại đóng mày,C,Mụn nước đường kính nhỏ hơn hoặc bằng 5mm
Da liễu,Thương tổn căn bản,Bóng nước là thương tổn:,"Bằng với bề mặt da, bên trong chứa dịch trong hoặc đục","Bằng với bề mặt da, bên trong chứa thanh dịch","Nhô cao trên mặt da, bên trong chứa dịch trong hoặc đục","Nhô cao trên mặt da, bên trong chứa thanh dịch",C,"Bóng nước là thương tổn nhô cao trên mặt da, bên trong chứa dịch trong như thanh dịch, đục như mủ, máu... đường kính > 5mm."
Da liễu,Thương tổn căn bản,Đường kính của bóng nước:,Nhỏ hơn 5 mm,Bằng 5 mm,Lớn hơn 5 mm,Tất cả đều sai,C,Bóng nước đường kính > 5mm.
Da liễu,Thương tổn căn bản,Bóng nước thường gặp trong bệnh:,Chàm,Chốc,Herpes,Thủy đậu,B,"Bệnh có bóng nước thường gặp như chốc, Duhring, pemphigus, pemphigoid, hồng ban đa dạng."
Da liễu,Thương tổn căn bản,"Bóng nước có đặc điểm, NGOẠI TRỪ:",Là thương tổn nhô cao trên mặt da,Bên trong chứa dịch trong hoặc đục,Đường kính lớn hơn 5 mm,Khi lành sẽ để lại sẹo,D,"Bóng nước có thể căng, hoặc chùng, khi vỡ ra để lại vết trợt bề mặt đỏ ẩm hoặc rỉ dịch có thể có viền vảy, sau đó khô lại đóng mày --> vỡ không để lại sẹo"
Da liễu,Thương tổn căn bản,"Bóng nước có đặc điểm, NGOẠI TRỪ:",Là thương tổn ẩn dưới bề mặt da,Bên trong chứa dịch trong hoặc đục,Đường kính lớn hơn 5 mm,"Có thể căng, hoặc chùng, khi vỡ ra để lại vết trợt",A,Bóng nước là thương tổn nhô cao trên mặt da
Da liễu,Thương tổn căn bản,"Bóng nước có đặc điểm, NGOẠI TRỪ:",Là thương tổn nhô cao trên mặt da,Bên trong chứa dịch trong hoặc đục,Đường kính nhỏ hơn hoặc bằng 5 mm,"Có thể căng, hoặc chùng, khi vỡ ra để lại vết trợt",C,Bóng nước đường kính > 5mm.
Da liễu,Thương tổn căn bản,Mụn mủ là thương tổn:,"Bằng với bề mặt da, bên trong chứa mủ","Bằng với bề mặt da, bên trong chứa thanh dịch","Nhô cao trên bề mặt da, bên trong chứa mủ","Nhô cao trên mặt da, bên trong chứa thanh dịch",C,"Mụn mủ: nhô cao trên mặt da, bên trong chứa mủ."
Da liễu,Thương tổn căn bản,Mụn mủ có đặc điểm:,Là thương tổn bằng với bề mặt da,Bên trong có chứa mủ,Thường có hình dáng và kích thước cố định,Tất cả đều đúng,B,"Theo bài giảng, Bên trong có chứa mủ là mô tả đúng nhất cho câu hỏi này."
Da liễu,Thương tổn căn bản,"Mụn mủ có đặc điểm, NGOẠI TRỪ:",Là thương tổn nhô cao trên bề mặt da,Bên trong có chứa mủ,Thường thay đổi về hình dáng và kích thước,Mủ thường có màu đen hoặc màu sôcôla,D,"Mủ trong mụn mủ có màu như sữa, màu vàng hoặc màu vàng hơi xanh."
Da liễu,Thương tổn căn bản,Mụn mủ dưới lớp sừng:,"Sâu, căng hay chùng, do nhiễm trùng","Sâu, căng hay chùng, không do nhiễm trùng","Nông, căng hay chùng, do nhiễm trùng","Nông, căng hay chùng, không do nhiễm trùng",D,"Mụn mủ dưới lớp sừng thường nông có hình bán cầu, có thể căng hoặc chùng, không do nhiễm như vảy nến mủ, do nhiễm như chốc."
Da liễu,Thương tổn căn bản,Mụn mủ nang lông:,"Nông, căng hay chùng, do nhiễm trùng","Nông, căng hay chùng, không do nhiễm trùng","Nhọn đầu, có sợi lông ở trung tâm","Đầu tù, có sợi lông ở trung tâm",C,Mụn mủ nang lông thường nhọn đầu và trung tâm có sợi lông
Da liễu,Thương tổn căn bản,"Mụn mủ có đặc điểm, NGOẠI TRỪ:",Là thương tổn nhô cao trên bề mặt da,Bên trong có chứa mủ,Hình dáng và kích thước cố định,"Mủ thường có màu như sữa, màu vàng hoặc màu vàng hơi xanh",C,Mụn mủ có thể thay đổi về kích thước và hình dạng.
Da liễu,Thương tổn căn bản,"Mụn mủ có đặc điểm, NGOẠI TRỪ:",Là thương tổn ẩn dưới bề mặt da,Bên trong có chứa mủ,Thường thay đổi về hình dáng và kích thước,"Mủ thường có màu như sữa, màu vàng hoặc màu vàng hơi xanh",A,Mụn mủ là thương tổn nhô cao trên mặt da
Da liễu,Thương tổn căn bản,"Mụn mủ có đặc điểm, NGOẠI TRỪ:",Là thương tổn nhô cao trên bề mặt da,Bên trong có chứa dịch trong hoặc đục,Thường thay đổi về hình dáng và kích thước,"Mủ thường có màu như sữa, màu vàng hoặc màu vàng hơi xanh",B,Mụn mủ là thương tổn nhô cao trên mặt da bên trong chứa mủ
Da liễu,Thương tổn căn bản,Sẩn là thương tổn:,"Bằng với bề mặt da, bên trong chứa chất đặc","Bằng với bề mặt da, bên trong chứa mủ","Nhô cao trên bề mặt da, bên trong chứa chất đặc","Nhô cao trên bề mặt da, bên trong chứa thanh dịch",C,"Sẩn là thương tổn nhô cao trên mặt da, bên trong chứa chất đặc, sờ chắc hoặc mềm, đường kính lên đến 1cm"
Da liễu,Thương tổn căn bản,Sẩn có đường kính:,Nhỏ hơn 5 mm,Nhỏ hơn hoặc bằng 5 mm,Lên đến 1 cm,Bằng 5 mm,C,"Sẩn là thương tổn nhô cao trên mặt da, bên trong chứa chất đặc, sờ chắc hoặc mềm, đường kính lên đến 1cm."
Da liễu,Thương tổn căn bản,Sẩn có màu hồng hoặc đỏ gặp trong các bệnh lý:,Vảy nến,Mày đay,Mụn trứng cá,Tất cả đều đúng,D,"Màu sắc sẩn có thể trắng như hạt kê, vàng như ban vàng ở mắt, hồng, đỏ như vảy nến, mày đay, mụn trứng cá, tím như lichen phẳng hoặc nâu như lichen amyloid."
Da liễu,Thương tổn căn bản,Mảng là:,Sẩn trên 1 cm,Tập hợp nhiều sẩn,"Cả a, b đều sai","Cả a, b đều đúng",D,Sẩn trên 1cm gọi là mảng hoặc tập hợp nhiều sẩn thành mảng (plaque)
Da liễu,Thương tổn căn bản,Sẩn do tăng sản tế bào thượng bì thường gặp trong bệnh lý:,Mụn cóc phẳng,Giang mai,Vảy phấn đỏ nang lông,Tất cả đều đúng,A,Sẩn do tăng sản tế bào thượng bì gặp trong mụn cóc phẳng.
Da liễu,Thương tổn căn bản,Sẩn bì thường gặp trong bệnh lý:,Mụn cóc phẳng,Giang mai,Vảy phấn đỏ nang lông,Tất cả đều đúng,B,Sẩn bì do tẩm nhuận tế bào vào lớp bì như sẩn giang mai.
Da liễu,Thương tổn căn bản,Sẩn do tăng sinh quanh lỗ chân lông thường gặp trong bệnh lý:,Mụn cóc phẳng,Giang mai,Vảy phấn đỏ nang lông,Tất cả đều đúng,C,"Sẩn do tăng sinh quanh lỗ chân lông gặp trong dày sừng nang lông, vảy phấn đỏ nang lông."
Da liễu,Thương tổn căn bản,Sẩn phù là do tích tụ:,Máu,Mủ,Chất đặc,Huyết thanh,D,"Sẩn do tích tụ huyết thanh còn gọi là phù (Wheal, Hive)."
Da liễu,Thương tổn căn bản,Sẩn có các dạng:,Sẩn do tăng sản tế bào thượng bì,Sẩn bì,Sẩn phù,Tất cả đều đúng,D,"Sẩn do tăng sản tế bào thượng bì gặp trong mụn cóc phẳng. Sẩn bì do tẩm nhuận tế bào vào lớp bì như sẩn giang mai. Sẩn do tăng sinh quanh lỗ chân lông gặp trong dày sừng nang lông, vảy phấn đỏ nang lông. Sẩn do tích tụ huyết thanh còn gọi là phù (Wheal, Hive)."
Da liễu,Thương tổn căn bản,"Sẩn có đặc điểm, NGOẠI TRỪ:",Là thương tổn ẩn dưới bề mặt da,Bên trong chứa chất đặc,"Sờ chắc hoặc mềm, đường kính lên đến 1 cm","Có thể có màu trắng, vàng, hồng",A,Sẩn là thương tổn nhô cao trên mặt da
Da liễu,Thương tổn căn bản,"Sẩn có đặc điểm, NGOẠI TRỪ:",Là thương tổn nhô cao trên bề mặt da,Bên trong chứa thanh dịch,"Sờ chắc hoặc mềm, đường kính lên đến 1 cm","Có thể có màu trắng, vàng, hồng",B,"Sẩn: bên trong chứa chất đặc, sờ chắc"
Da liễu,Thương tổn căn bản,"Sẩn có đặc điểm, NGOẠI TRỪ:",Là thương tổn nhô cao trên bề mặt da,Bên trong chứa chất đặc,Đường kính nhỏ hơn hoặc bằng 5 mm,"Có thể có màu trắng, vàng, hồng",C,Sẩn: đường kính lên đến 1cm.
Da liễu,Thương tổn căn bản,"Sẩn có đặc điểm, NGOẠI TRỪ:",Là thương tổn nhô cao trên bề mặt da,Bên trong chứa chất đặc,"Sờ chắc hoặc mềm, đường kính lên đến 1 cm",Thường có màu sắc cố định,D,"Đặc điểm Thường có màu sắc cố định không được đề cập trong bài sẩn, 3 đặc điểm kia thì đúng"
Da liễu,Thương tổn căn bản,"Sẩn có các dạng lâm sàng, NGOẠI TRỪ:",Sẩn do tăng sản tế bào thượng bì,Sẩn bì,Sẩn ướt,Sẩn phù,C,Sẩn ướt không được đề cập
Da liễu,Thương tổn căn bản,Củ là thương tổn:,"Tổn thương ở phần sâu của lớp bì, lành để lại sẹo","Tổn thương ở phần sâu của lớp bì, lành không để lại sẹo","Tổn thương ở phần nông của lớp bì, lành để lại sẹo","Tổn thương ở phần nông của lớp bì, lành không để lại sẹo",A,"Củ là thương tổn tương tự như sẩn nhưng thâm nhiễm tế bào xảy ra ở phần sâu của lớp bì, tiến triển chậm, lành để lại sẹo."
Da liễu,Thương tổn căn bản,Củ là thương tổn nhô cao trên bề mặt da:,Lupus lao,Phong,Giang mai thời kỳ III,Tất cả đều đúng,D,"Củ có thể gặp trong các bệnh lupus lao, phong, giang mai thời kỳ III."
Da liễu,Thương tổn căn bản,"Củ có đặc điểm, NGOẠI TRỪ:",Lành không để lại sẹo,Tổn thương ở phần sâu của lớp bì,Tiến triển chậm,Củ có thể nhô cao trên bề mặt da hoặc bằng với mặt da,A,"Củ: tiến triển chậm, lành để lại sẹo."
Da liễu,Thương tổn căn bản,"Củ có đặc điểm, NGOẠI TRỪ:",Lành để lại sẹo,Tổn thương ở phần nông của lớp bì,Tiến triển chậm,Là thương tổn nhô cao trên bề mặt da hoặc bằng với mặt da,B,Củ: thâm nhiễm tế bào xảy ra ở phần sâu của lớp bì.
Da liễu,Thương tổn căn bản,"Củ có đặc điểm, NGOẠI TRỪ:",Lành để lại sẹo,Tổn thương ở phần sâu của lớp bì,Tiến triển nhanh,Là thương tổn nhô cao trên bề mặt da hoặc bằng với mặt da,C,"Củ: tiến triển chậm, lành để lại sẹo."
Da liễu,Thương tổn căn bản,"Củ có đặc điểm, NGOẠI TRỪ:",Lành để lại sẹo,Tổn thương ở phần sâu của lớp bì,Tiến triển chậm,Là thương tổn ẩn dưới bề mặt da,D,Củ có thể nhô cao trên mặt da hoặc bằng với mặt da.
Da liễu,Thương tổn căn bản,Cục là thương tổn:,"Nhô cao trên bề mặt da, nằm sâu trong bì - hạ bì","Dưới bề mặt da, nằm sâu trong bì - hạ bì","Cả a, b đều sai","Cả a, b đều đúng",D,"Theo bài giảng, Cả a, b đều đúng là mô tả đúng nhất cho câu hỏi này."
Da liễu,Thương tổn căn bản,"Cục có đặc điểm, NGOẠI TRỪ:",Nhô cao trên bề mặt da,Dưới bề mặt da,Nằm sâu trong bì - hạ bì,Thường phát hiện cục bằng nhìn hơn là sờ nắn,D,Người khám thường phát hiện cục bằng cách sờ nắn hơn là nhìn.
Da liễu,Thương tổn căn bản,Gôm là cục có tính chất:,Viêm cấp hay mạn tính,Viêm bán cấp hay mạn tính,Viêm cấp hay bán cấp,Tất cả đều sai,B,Gôm (gomme) là cục có tính chất viêm bán cấp hoặc mạn tính do thâm nhiễm tế bào ở lớp bì-hạ bì kèm với viêm mạch.
Da liễu,Thương tổn căn bản,"Cục có đặc điểm, NGOẠI TRỪ:",Là thương tổn bằng với bề mặt da,Tổn thương ở phần sâu của lớp bì - hạ bì,Thường phát hiện cục bằng sờ nắn hơn là nhìn,Gôm là cục có tính chất viêm bán cấp hoặc mạn tính,A,Cục có thể nhô cao trên mặt da hoặc dưới mặt da.
Da liễu,Thương tổn căn bản,"Cục có đặc điểm, NGOẠI TRỪ:",Là thương tổn nhô cao trên mặt da hoặc dưới mặt da,Tổn thương ở phần nông của lớp bì - hạ bì,Thường phát hiện cục bằng sờ nắn hơn là nhìn,Gôm là cục có tính chất viêm bán cấp hoặc mạn tính,B,Cục nằm sâu trong bì-hạ bì.
Da liễu,Thương tổn căn bản,"Cục có đặc điểm, NGOẠI TRỪ:",Là thương tổn nhô cao trên mặt da hoặc dưới mặt da,Tổn thương ở phần sâu của lớp bì - hạ bì,Thường phát hiện cục bằng sờ nắn hơn là nhìn,Gôm là cục có tính chất viêm bán cấp,D,Gôm (gomme) là cục có tính chất viêm bán cấp hoặc mạn tính do thâm nhiễm tế bào ở lớp bì-hạ bì kèm với viêm mạch.
Da liễu,Thương tổn căn bản,"Gôm có đặc điểm, NGOẠI TRỪ:",Là tình trạng viêm bán cấp hay mạn tính,Khi lành không để lại sẹo,Nằm sâu trong bì - hạ bì,Khi vỡ ra tạo thành vết loét sâu,B,"Gôm lúc đầu cứng sau đó mềm, da trên bề mặt trở nên đỏ tím rồi vỡ ra tạo thành vết loét sâu khi lành để lại sẹo."
Da liễu,Thương tổn căn bản,Sùi là thương tổn:,Trên bề mặt có hồng ban mụn nước,"Thường gặp trong bệnh zona, thủy đậu",Có giới hạn hay trải rộng,Tất cả đều đúng,C,"Sùi là thương tổn nhô cao trên mặt da có giới hạn hoặc trải rộng, trên bề mặt có các nhú."
Da liễu,Thương tổn căn bản,Trên bề mặt sùi thường có:,Dát,Nhú,Hồng ban,Vết loét,B,"Sùi là thương tổn nhô cao trên mặt da có giới hạn hoặc trải rộng, trên bề mặt có các nhú."
Da liễu,Thương tổn căn bản,Sừng thường gặp trong các bệnh:,Mào gà,Viêm da mủ sùi,Mụn cóc,Ghẻ,C,Sừng là một khối của những tế bào hóa sừng. Ví dụ như mụn cóc.
Da liễu,Thương tổn căn bản,Nang là túi được lót bởi:,"Biểu mô, bên trong chứa chất đặc","Biểu mô, bên trong chứa dịch","Biểu mô, bên trong chứa mủ",Tất cả đều sai,B,Nang là túi được lót bởi biểu mô bên trong chứa dịch
Da liễu,Thương tổn căn bản,Thương tổn thường gặp của bệnh lang ben là:,Mụn nước,Sẩn,Dát,Vảy tiết,C,"Dát có thể là hậu quả của sự tăng hoặc giảm sắc tố như tàn nhang, rám má, hồng ban sắc tố cố định, bạch biến, lang ben, phong bất định."
Da liễu,Thương tổn căn bản,Thương tổn thường gặp của chàm là:,"Hồng ban, mụn nước",Mụn mủ,Vết loét,"Sùi, sừng",A,"Mụn nước có thể gặp trong bệnh chàm, chốc, tổ đỉa, ghẻ, herpes, zona, thủy đậu."
Da liễu,Thương tổn căn bản,Thương tổn nào không phải là thương tổn nguyên phát:,Dát,Sẩn,Cục,Mày,D,Mày: Thứ phát
Da liễu,Thương tổn căn bản,Thương tổn nào là thương tổn nguyên phát:,Vảy da,Sùi,Mày,Teo da,B,Sùi: Nguyên phát
Da liễu,Thương tổn căn bản,Thương tổn nào khi ấn có cảm giác lình bình:,Cục,Gôm,Nang,Tất cả đều đúng,C,Nang: khi ấn có cảm giác lình bình giống như khi ấn nhãn cầu.
Da liễu,Thương tổn căn bản,Bệnh lý nào có thể lây khi tiếp xúc:,Mụn cóc,Mụn trứng cá,Mào gà,Vảy nến,C,Mào gà: Lây khi tiếp xúc
Da liễu,Thương tổn căn bản,"Bệnh lý lây khi tiếp xúc, NGOẠI TRỪ:",Mào gà,Thủy đậu,Ghẻ,Chàm,D,Chàm: không lây khi tiếp xúc
Da liễu,Thương tổn căn bản,"Bệnh lý lây khi tiếp xúc, NGOẠI TRỪ:",Vảy nến,Phong,Mào gà,Thủy đậu,A,Vảy nến: không lây khi tiếp xúc
Da liễu,Thương tổn căn bản,Bệnh lý nào có thương tổn mụn mủ vô trùng:,Chốc,Chàm,Mụn trứng cá,Vảy nến mủ,D,"Mụn mủ dưới lớp sừng thường nông có hình bán cầu, có thể căng hoặc chùng, không do nhiễm như vảy nến mủ"
Da liễu,Thương tổn căn bản,"Gôm có thể gặp trong các bệnh lý, NGOẠI TRỪ:",Lao,Giang mai,Nấm,Đỏ da toàn thân,D,"Gôm gặp trong: gôm lao, gôm giang mai, gôm nấm (gặp trong nấm sâu Sporotrichose)."
Da liễu,Thương tổn căn bản,"Thương tổn thứ phát, NGOẠI TRỪ:",Mụn nước,Vảy da,Mày,Vết xước,A,Mụn nước: nguyên phát
Da liễu,Thương tổn căn bản,"Thương tổn thứ phát, NGOẠI TRỪ:",Vảy da,Dát,Vết xước,Vết nứt,B,Dát: nguyên phát
Da liễu,Thương tổn căn bản,"Thương tổn thứ phát, NGOẠI TRỪ:",Vết lở,Vết loét,Sùi,Vết xước,C,Sùi: Nguyên phát
Da liễu,Thương tổn căn bản,"Thương tổn thứ phát, NGOẠI TRỪ:",Vết loét,Vết nứt,Vết trợt,Sừng,D,Sừng: Nguyên phát
Da liễu,Thương tổn căn bản,"Thương tổn thứ phát, NGOẠI TRỪ:",Vết trợt,Sẩn,Vết lở,Vết nứt,B,Sẩn: Nguyên phát
Da liễu,Thương tổn căn bản,"Thương tổn thứ phát, NGOẠI TRỪ:",Cứng da,Lichen hóa,Củ,Teo da,C,Củ: nguyên phát
Da liễu,Thương tổn căn bản,"Thương tổn thứ phát, NGOẠI TRỪ:",Cục,Mày,Vết lở,Sẹo,A,Cục: nguyên phát
Da liễu,Thương tổn căn bản,"Thương tổn thứ phát, NGOẠI TRỪ:",Mày,Cứng da,Sẹo,Nang,D,Nang: nguyên phát
Da liễu,Thương tổn căn bản,Vảy da là thương tổn có:,Những phiến mỏng của lớp đáy bong tróc trên bề mặt da,Những phiến mỏng của lớp gai bong tróc trên bề mặt da,Những phiến mỏng của lớp hạt bong tróc trên bề mặt da,Những phiến mỏng của lớp sừng bong tróc trên bề mặt da,D,Vảy là những phiến mỏng của lớp sừng bong tróc trên bề mặt của da.
Da liễu,Thương tổn căn bản,Có thể gặp vảy dưới hình thức:,Mịn như cám,Dạng phiến,"Cả a, b đều sai","Cả a, b đều đúng",D,"Vảy có thể mịn như cám có thể gặp trong vảy phấn hồng, lang ben hoặc thành phiến gặp trong nấm vảy rồng."
Da liễu,Thương tổn căn bản,"Vảy hay vảy da có đặc điểm, NGOẠI TRỪ:",Là những phiến mỏng của lớp sừng bong tróc trên bề mặt của da,Vảy có thể mịn như cám có thể gặp trong vảy phấn hồng,Vảy có thể thành phiến gặp trong nấm vảy rồng,"Chỉ gặp loại vảy thứ phát như chàm, da vảy cá",D,"Vảy có thể tiên phát như da vảy cá, có thể thứ phát như chàm."
Da liễu,Thương tổn căn bản,Vảy có mấy loại:,1 loại,2 loại,3 loại,4 loại,B,"Vảy có thể tiên phát như da vảy cá, có thể thứ phát như chàm."
Da liễu,Thương tổn căn bản,"Vảy da có đặc điểm, NGOẠI TRỪ:","Là sự khô lại của chất dịch huyết thanh, mủ hoặc máu trên bề mặt da",Vảy có thể mịn như cám có thể gặp trong vảy phấn hồng,Vảy có thể thành phiến gặp trong nấm vảy rồng,Có 2 loại vảy da là vảy thứ phát và vảy tiên phát,A,"Là sự khô lại của chất dịch huyết thanh, mủ hoặc máu trên bề mặt da là đặc điểm của Mày"
Da liễu,Thương tổn căn bản,"Vảy da có đặc điểm, NGOẠI TRỪ:",Là những phiến mỏng của lớp sừng bong tróc trên bề mặt của da,Vảy tiên phát như chàm,Vảy tiên phát như da vảy cá,Có 2 loại vảy da là vảy thứ phát và vảy tiên phát,B,"Vảy có thể tiên phát như da vảy cá, có thể thứ phát như chàm."
Da liễu,Thương tổn căn bản,"Vảy da có đặc điểm, NGOẠI TRỪ:",Là những phiến mỏng của lớp sừng bong tróc trên bề mặt của da,Vảy thứ phát như chàm,Vảy thứ phát như da vảy cá,Có 2 loại vảy da là vảy thứ phát và vảy tiên phát,C,"Vảy có thể tiên phát như da vảy cá, có thể thứ phát như chàm."
Da liễu,Thương tổn căn bản,"Vảy da có đặc điểm, NGOẠI TRỪ:",Là những phiến mỏng của lớp sừng bong tróc trên bề mặt của da,Vảy có thể mịn như cám có thể gặp trong vảy phấn hồng,Vảy có thể thành phiến gặp trong nấm vảy rồng,Có 3 loại vảy da,D,"Vảy có thể tiên phát như da vảy cá, có thể thứ phát như chàm."
Da liễu,Thương tổn căn bản,Mày là thương tổn:,Do da bị khô và tróc những phiến mỏng của lớp sừng khỏi lớp thượng bì,"Do sự khô lại của chất dịch huyết thanh, mủ hay máu trên bề mặt của da",Do sự bóc tách giữa lớp thượng bì và lớp bì tạo ra thương tổn bên trong chứa dịch,Do sự tăng sinh của mô sợi thay thế cho mô bị mất hay bị viêm,B,"Mày là do sự khô lại của chất dịch huyết thanh, mủ hoặc máu trên bề mặt của da."
Da liễu,Thương tổn căn bản,Mày có tính chất:,Mỏng hoặc dày,Màu sắc đa dạng,Nằm trên bề mặt da,Tất cả đều đúng,D,"Mày là do sự khô lại của chất dịch huyết thanh, mủ hoặc máu trên bề mặt của da. Mày có thể mỏng hoặc dày, màu vàng, vàng xanh, nâu hoặc nâu đen."
Da liễu,Thương tổn căn bản,Mày có thể gặp trong các bệnh lý:,Chàm,Chốc,Thủy đậu,Tất cả đều đúng,D,"Mày có thể gặp trong bệnh chàm, chốc, thủy đậu."
Da liễu,Thương tổn căn bản,Mày còn gọi là:,Vảy da,Vảy tiết,Vết nứt,Vết xước,B,Mày còn gọi là vảy tiết (crust)
Da liễu,Thương tổn căn bản,"Mày có đặc điểm, NGOẠI TRỪ:","Do sự khô lại của chất dịch huyết thanh, mủ hay máu trên bề mặt của da",Màu sắc đa dạng,Là những phiến mỏng của lớp sừng bong tróc trên bề mặt của da,"Có thể gặp trong bệnh lý chàm, chốc, thủy đậu",C,Là những phiến mỏng của lớp sừng bong tróc trên bề mặt của da là đặc điểm của Vảy
Da liễu,Thương tổn căn bản,"Mày có đặc điểm, NGOẠI TRỪ:","Do sự khô lại của chất dịch huyết thanh, mủ hay máu trên bề mặt của da","Mày thường rất dày, khó tróc",Màu sắc đa dạng,"Có thể gặp trong bệnh lý chàm, chốc, thủy đậu",B,"Mày có thể mỏng hoặc dày, màu vàng, vàng xanh, nâu hoặc nâu đen. Khó tróc không phải đặc điểm của mày"
Da liễu,Thương tổn căn bản,"Mày có đặc điểm, NGOẠI TRỪ:","Do sự khô lại của chất dịch huyết thanh, mủ hay máu trên bề mặt của da",Mày có thể mỏng hoặc dày,"Có thể gặp trong bệnh lý chàm, chốc, thủy đậu",Chỉ có màu vàng như mật ong,D,"Mày có thể mỏng hoặc dày, màu vàng, vàng xanh, nâu hoặc nâu đen. Chỉ có màu vàng như mật ong là sai"
Da liễu,Thương tổn căn bản,"Mày có đặc điểm, NGOẠI TRỪ:","Do sự khô lại của chất dịch huyết thanh, mủ hay máu trên bề mặt của da",Màu sắc đa dạng,Mày có thể mỏng hoặc dày,"Chỉ gặp trong bệnh lý chàm, chốc, thủy đậu",D,"Mày có thể gặp trong bệnh chàm, chốc, thủy đậu. Có thể chứ không phải chỉ"
Da liễu,Thương tổn căn bản,Vết trầy nông của thượng bì do cào gãi là thương tổn của:,Vết xước,Vết nứt,Vết trợt,Vết loét,A,Vết xước là vết trầy nông của thượng bì có thể thành đường dài hoặc thành đám nhỏ do cào gãi.
Da liễu,Thương tổn căn bản,Vết xước là:,Vết trầy nông của thượng bì,Vết trầy sâu của thượng bì,Vết trầy nông của hạ bì,Vết trầy sâu của hạ bì,A,Vết xước là vết trầy nông của thượng bì có thể thành đường dài hoặc thành đám nhỏ do cào gãi.
Da liễu,Thương tổn căn bản,"Vết xước có đặc điểm, NGOẠI TRỪ:",Vết trầy nông của thượng bì,Có thể thành đường dài hay thành đám nhỏ do cào gãi,Thường gặp trong bệnh da có ngứa,Thường gặp sau chấn thương,D,Thường gặp sau chấn thương không phải là đặc điểm của vết xước
Da liễu,Thương tổn căn bản,Vết nứt là:,Sự phân cắt thành đường của da và tách rời,Sự phân cắt thành đường của da và không tách rời,Vết trầy nông của thượng bì thành đường,Vết trầy sâu của thượng bì thành đường,B,Vết nứt là sự phân cắt thành đường của da nhưng không tách rời và có thể đau.
Da liễu,Thương tổn căn bản,Sự phân cắt thành đường của da nhưng không tách rời là đặc điểm của thương tổn:,Vết xước,Vết nứt,Vết trợt,Vết loét,B,Vết nứt là sự phân cắt thành đường của da nhưng không tách rời và có thể đau.
Da liễu,Thương tổn căn bản,Vết lở hay vết trợt là thương tổn:,Lõm dưới bề mặt da do mất toàn bộ hay một phần thượng bì,Lõm dưới mặt da do mất toàn bộ thượng bì và tối thiểu đến lớp bì,Lõm dưới mặt da do mất toàn bộ thượng bì và bì,Lõm dưới mặt da do mất toàn bộ thượng bì và mô dưới da,A,"Vết trợt (vết lở) là thương tổn lõm dưới mặt da do mất toàn bộ hoặc một phần thượng bì, khi lành thường không để lại sẹo."
Da liễu,Thương tổn căn bản,"Vết lở có đặc điểm, NGOẠI TRỪ:",Lõm dưới bề mặt da do mất toàn bộ hay một phần thượng bì,"Có thể gặp trong các bệnh lý như chàm, Herpes",Khi lành thường để lại sẹo,Khi lành thường không để lại sẹo,C,"Vết trợt là thương tổn lõm dưới mặt da do mất toàn bộ hoặc một phần thượng bì, khi lành thường không để lại sẹo."
Da liễu,Thương tổn căn bản,Vết loét là thương tổn tổn thương tối thiểu đến lớp:,Biểu bì,Bì,Mô dưới da,Tất cả đều sai,B,Vết loét là thương tổn lõm dưới mặt da do mất toàn bộ thượng bì và tối thiểu đến lớp bì.
Da liễu,Thương tổn căn bản,"Vết loét có đặc điểm, NGOẠI TRỪ:",Là thương tổn lõm dưới mặt da,Mất toàn bộ thượng bì và tối thiểu đến lớp mô dưới da,Khi lành để lại sẹo,"Các bệnh có vết loét như chốc loét, loét do nằm, săng hạ cam mềm",B,Vết loét là thương tổn lõm dưới mặt da do mất toàn bộ thượng bì và tối thiểu đến lớp bì. Tối thiểu đến lớp mô dưới da không phù hợp
Da liễu,Thương tổn căn bản,Thương tổn lõm dưới mặt da do mất toàn bộ thượng bì và tối thiểu đến lớp bì là đặc điểm của:,Vết xước,Vết nứt,Vết trợt,Vết loét,D,Vết loét là thương tổn lõm dưới mặt da do mất toàn bộ thượng bì và tối thiểu đến lớp bì.
Da liễu,Thương tổn căn bản,Lichen hóa hay hằn cổ trâu chỉ gặp trong bệnh lý nào dưới đây:,Ghẻ,Chốc,Chàm mạn tính,Zona,C,"Lichen hóa thường gặp trong các bệnh da có ngứa mạn tính, gãi lâu ngày hoặc cọ xát thường xuyên. Lichen hóa có thể gặp trong chàm mạn tính, viêm da thần kinh khu trú."
Da liễu,Thương tổn căn bản,Lichen hóa hay hằn cổ trâu thường gặp trong các bệnh da:,Ngứa cấp tính,Ngứa bán cấp,Ngứa mạn tính,Tất cả đều sai,C,"Lichen hóa thường gặp trong các bệnh da có ngứa mạn tính, gãi lâu ngày hoặc cọ xát thường xuyên. Lichen hóa có thể gặp trong chàm mạn tính, viêm da thần kinh khu trú."
